year,country_code,country,burnt_area_ha,nr_fires,severity,avg_fire_size_ha,decade
2024,ITA,Italy,52623.0,3784,HIGH,13.91,2020
2024,ESP,Spain,47711.13,6134,HIGH,7.78,2020
2024,GRC,Greece,28288.46,981,HIGH,28.84,2020
2024,TUR,Turkey,27485.0,3797,HIGH,7.24,2020
2024,UKR,Ukraine,23963.0,1993,HIGH,12.02,2020
2024,BGR,Bulgaria,17116.0,106,MEDIUM,161.47,2020
2024,HRV,Croatia,14607.0,106,MEDIUM,137.8,2020
2024,ROU,Romania,10360.0,728,MEDIUM,14.23,2020
2024,SRB,Serbia,6870.0,186,MEDIUM,36.94,2020
2024,CYP,Cyprus,3425.0,121,LOW,28.31,2020
2024,FRA,France,2949.0,1452,LOW,2.03,2020
2024,HUN,Hungary,2799.0,582,LOW,4.81,2020
2024,POL,Poland,1357.8,5857,LOW,0.23,2020
2024,NOR,Norway,887.0,776,LOW,1.14,2020
2024,MAR,Morocco,874.0,382,LOW,2.29,2020
2024,FIN,Finland,390.0,1260,LOW,0.31,2020
2024,DEU,Germany,334.0,563,LOW,0.59,2020
2024,SWE,Sweden,310.0,2867,LOW,0.11,2020
2024,AUT,Austria,142.0,595,LOW,0.24,2020
2024,CZE,Czech Republic,140.4,1284,LOW,0.11,2020
2024,SVN,Slovenia,134.42,49,LOW,2.74,2020
2024,SVK,Slovakia,81.73,186,LOW,0.44,2020
2024,LVA,Latvia,63.0,222,LOW,0.28,2020
2024,LTU,Lithuania,49.47,110,LOW,0.45,2020
2024,CHE,Switzerland,42.0,46,LOW,0.91,2020
2024,NLD,Netherlands,17.0,222,LOW,0.08,2020
2024,EST,Estonia,16.6,25,LOW,0.66,2020
