year,country_code,country,burnt_area_ha,nr_fires,severity,avg_fire_size_ha,decade,risk_score,crisis_type,region,summary
2001,MAR,Morocco,1806.0,327,LOW,5.52,2000,0.008,wildfire,Southern Europe,"In 2001, Morocco recorded 327 forest fires burning 1806 hectares. Severity: LOW. Average fire size: 5.52 ha. Risk score: 0.008. This was a low severity wildfire event in 2000s Europe."
2021,ROU,Romania,2101.0,278,LOW,7.56,2020,0.008,wildfire,Northern/Eastern Europe,"In 2021, Romania recorded 278 forest fires burning 2101 hectares. Severity: LOW. Average fire size: 7.56 ha. Risk score: 0.008. This was a low severity wildfire event in 2020s Europe."
2007,SVK,Slovakia,679.0,463,LOW,1.47,2000,0.008,wildfire,Northern/Eastern Europe,"In 2007, Slovakia recorded 463 forest fires burning 679 hectares. Severity: LOW. Average fire size: 1.47 ha. Risk score: 0.008. This was a low severity wildfire event in 2000s Europe."
2003,SVN,Slovenia,2100.0,224,LOW,9.38,2000,0.008,wildfire,Northern/Eastern Europe,"In 2003, Slovenia recorded 224 forest fires burning 2100 hectares. Severity: LOW. Average fire size: 9.38 ha. Risk score: 0.008. This was a low severity wildfire event in 2000s Europe."
2016,HUN,Hungary,974.0,452,LOW,2.15,2010,0.008,wildfire,Northern/Eastern Europe,"In 2016, Hungary recorded 452 forest fires burning 974 hectares. Severity: LOW. Average fire size: 2.15 ha. Risk score: 0.008. This was a low severity wildfire event in 2010s Europe."
2018,SRB,Serbia,1502.0,62,LOW,24.23,2010,0.008,wildfire,Northern/Eastern Europe,"In 2018, Serbia recorded 62 forest fires burning 1502 hectares. Severity: LOW. Average fire size: 24.23 ha. Risk score: 0.008. This was a low severity wildfire event in 2010s Europe."
2007,MAR,Morocco,1367.0,340,LOW,4.02,2000,0.008,wildfire,Southern Europe,"In 2007, Morocco recorded 340 forest fires burning 1367 hectares. Severity: LOW. Average fire size: 4.02 ha. Risk score: 0.008. This was a low severity wildfire event in 2000s Europe."
2021,LVA,Latvia,504.0,448,LOW,1.12,2020,0.008,wildfire,Northern/Eastern Europe,"In 2021, Latvia recorded 448 forest fires burning 504 hectares. Severity: LOW. Average fire size: 1.12 ha. Risk score: 0.008. This was a low severity wildfire event in 2020s Europe."
2015,MAR,Morocco,992.0,425,LOW,2.33,2010,0.008,wildfire,Southern Europe,"In 2015, Morocco recorded 425 forest fires burning 992 hectares. Severity: LOW. Average fire size: 2.33 ha. Risk score: 0.008. This was a low severity wildfire event in 2010s Europe."
2009,CZE,Czech Republic,178.0,514,LOW,0.35,2000,0.008,wildfire,Northern/Eastern Europe,"In 2009, Czech Republic recorded 514 forest fires burning 178 hectares. Severity: LOW. Average fire size: 0.35 ha. Risk score: 0.008. This was a low severity wildfire event in 2000s Europe."
2002,CYP,Cyprus,2196.0,243,LOW,9.04,2000,0.008,wildfire,Southern Europe,"In 2002, Cyprus recorded 243 forest fires burning 2196 hectares. Severity: LOW. Average fire size: 9.04 ha. Risk score: 0.008. This was a low severity wildfire event in 2000s Europe."
2016,LBN,Lebanon,1871.0,260,LOW,7.2,2010,0.008,wildfire,Northern/Eastern Europe,"In 2016, Lebanon recorded 260 forest fires burning 1871 hectares. Severity: LOW. Average fire size: 7.2 ha. Risk score: 0.008. This was a low severity wildfire event in 2010s Europe."
2023,CYP,Cyprus,2216.0,131,LOW,16.92,2020,0.008,wildfire,Southern Europe,"In 2023, Cyprus recorded 131 forest fires burning 2216 hectares. Severity: LOW. Average fire size: 16.92 ha. Risk score: 0.008. This was a low severity wildfire event in 2020s Europe."
2009,LTU,Lithuania,287.0,471,LOW,0.61,2000,0.008,wildfire,Northern/Eastern Europe,"In 2009, Lithuania recorded 471 forest fires burning 287 hectares. Severity: LOW. Average fire size: 0.61 ha. Risk score: 0.008. This was a low severity wildfire event in 2000s Europe."
2017,DEU,Germany,395.0,424,LOW,0.93,2010,0.007,wildfire,Northern/Eastern Europe,"In 2017, Germany recorded 424 forest fires burning 395 hectares. Severity: LOW. Average fire size: 0.93 ha. Risk score: 0.007. This was a low severity wildfire event in 2010s Europe."
2021,SRB,Serbia,1630.0,75,LOW,21.73,2020,0.007,wildfire,Northern/Eastern Europe,"In 2021, Serbia recorded 75 forest fires burning 1630 hectares. Severity: LOW. Average fire size: 21.73 ha. Risk score: 0.007. This was a low severity wildfire event in 2020s Europe."
2017,LVA,Latvia,265.0,423,LOW,0.63,2010,0.007,wildfire,Northern/Eastern Europe,"In 2017, Latvia recorded 423 forest fires burning 265 hectares. Severity: LOW. Average fire size: 0.63 ha. Risk score: 0.007. This was a low severity wildfire event in 2010s Europe."
2022,SVK,Slovakia,1210.0,297,LOW,4.07,2020,0.007,wildfire,Northern/Eastern Europe,"In 2022, Slovakia recorded 297 forest fires burning 1210 hectares. Severity: LOW. Average fire size: 4.07 ha. Risk score: 0.007. This was a low severity wildfire event in 2020s Europe."
2020,LBN,Lebanon,1851.0,251,LOW,7.37,2020,0.007,wildfire,Northern/Eastern Europe,"In 2020, Lebanon recorded 251 forest fires burning 1851 hectares. Severity: LOW. Average fire size: 7.37 ha. Risk score: 0.007. This was a low severity wildfire event in 2020s Europe."
2018,MAR,Morocco,841.0,343,LOW,2.45,2010,0.007,wildfire,Southern Europe,"In 2018, Morocco recorded 343 forest fires burning 841 hectares. Severity: LOW. Average fire size: 2.45 ha. Risk score: 0.007. This was a low severity wildfire event in 2010s Europe."
2014,DEU,Germany,120.0,429,LOW,0.28,2010,0.007,wildfire,Northern/Eastern Europe,"In 2014, Germany recorded 429 forest fires burning 120 hectares. Severity: LOW. Average fire size: 0.28 ha. Risk score: 0.007. This was a low severity wildfire event in 2010s Europe."
2013,HRV,Croatia,1999.0,137,LOW,14.59,2010,0.007,wildfire,Northern/Eastern Europe,"In 2013, Croatia recorded 137 forest fires burning 1999 hectares. Severity: LOW. Average fire size: 14.59 ha. Risk score: 0.007. This was a low severity wildfire event in 2010s Europe."
2015,SRB,Serbia,1474.0,68,LOW,21.68,2010,0.007,wildfire,Northern/Eastern Europe,"In 2015, Serbia recorded 68 forest fires burning 1474 hectares. Severity: LOW. Average fire size: 21.68 ha. Risk score: 0.007. This was a low severity wildfire event in 2010s Europe."
2013,SRB,Serbia,1132.0,46,LOW,24.61,2010,0.007,wildfire,Northern/Eastern Europe,"In 2013, Serbia recorded 46 forest fires burning 1132 hectares. Severity: LOW. Average fire size: 24.61 ha. Risk score: 0.007. This was a low severity wildfire event in 2010s Europe."
2004,BGR,Bulgaria,1137.0,294,LOW,3.87,2000,0.007,wildfire,Northern/Eastern Europe,"In 2004, Bulgaria recorded 294 forest fires burning 1137 hectares. Severity: LOW. Average fire size: 3.87 ha. Risk score: 0.007. This was a low severity wildfire event in 2000s Europe."
2013,LVA,Latvia,217.0,422,LOW,0.51,2010,0.007,wildfire,Northern/Eastern Europe,"In 2013, Latvia recorded 422 forest fires burning 217 hectares. Severity: LOW. Average fire size: 0.51 ha. Risk score: 0.007. This was a low severity wildfire event in 2010s Europe."
2004,LTU,Lithuania,253.0,468,LOW,0.54,2000,0.007,wildfire,Northern/Eastern Europe,"In 2004, Lithuania recorded 468 forest fires burning 253 hectares. Severity: LOW. Average fire size: 0.54 ha. Risk score: 0.007. This was a low severity wildfire event in 2000s Europe."
2024,MAR,Morocco,874.0,382,LOW,2.29,2020,0.007,wildfire,Southern Europe,"In 2024, Morocco recorded 382 forest fires burning 874 hectares. Severity: LOW. Average fire size: 2.29 ha. Risk score: 0.007. This was a low severity wildfire event in 2020s Europe."
2005,CYP,Cyprus,1838.0,185,LOW,9.94,2000,0.007,wildfire,Southern Europe,"In 2005, Cyprus recorded 185 forest fires burning 1838 hectares. Severity: LOW. Average fire size: 9.94 ha. Risk score: 0.007. This was a low severity wildfire event in 2000s Europe."
2005,BGR,Bulgaria,1456.0,241,LOW,6.04,2000,0.007,wildfire,Northern/Eastern Europe,"In 2005, Bulgaria recorded 241 forest fires burning 1456 hectares. Severity: LOW. Average fire size: 6.04 ha. Risk score: 0.007. This was a low severity wildfire event in 2000s Europe."
2011,CYP,Cyprus,1599.0,85,LOW,18.81,2010,0.007,wildfire,Southern Europe,"In 2011, Cyprus recorded 85 forest fires burning 1599 hectares. Severity: LOW. Average fire size: 18.81 ha. Risk score: 0.007. This was a low severity wildfire event in 2010s Europe."
2010,CYP,Cyprus,2000.0,133,LOW,15.04,2010,0.007,wildfire,Southern Europe,"In 2010, Cyprus recorded 133 forest fires burning 2000 hectares. Severity: LOW. Average fire size: 15.04 ha. Risk score: 0.007. This was a low severity wildfire event in 2010s Europe."
2015,MKD,North Macedonia,1798.0,106,LOW,16.96,2010,0.007,wildfire,Northern/Eastern Europe,"In 2015, North Macedonia recorded 106 forest fires burning 1798 hectares. Severity: LOW. Average fire size: 16.96 ha. Risk score: 0.007. This was a low severity wildfire event in 2010s Europe."
2015,ROU,Romania,1671.0,250,LOW,6.68,2010,0.007,wildfire,Northern/Eastern Europe,"In 2015, Romania recorded 250 forest fires burning 1671 hectares. Severity: LOW. Average fire size: 6.68 ha. Risk score: 0.007. This was a low severity wildfire event in 2010s Europe."
1999,SVK,Slovakia,557.0,426,LOW,1.31,1990,0.007,wildfire,Northern/Eastern Europe,"In 1999, Slovakia recorded 426 forest fires burning 557 hectares. Severity: LOW. Average fire size: 1.31 ha. Risk score: 0.007. This was a low severity wildfire event in 1990s Europe."
1997,CHE,Switzerland,1785.0,179,LOW,9.97,1990,0.007,wildfire,Northern/Eastern Europe,"In 1997, Switzerland recorded 179 forest fires burning 1785 hectares. Severity: LOW. Average fire size: 9.97 ha. Risk score: 0.007. This was a low severity wildfire event in 1990s Europe."
2003,HUN,Hungary,845.0,375,LOW,2.25,2000,0.007,wildfire,Northern/Eastern Europe,"In 2003, Hungary recorded 375 forest fires burning 845 hectares. Severity: LOW. Average fire size: 2.25 ha. Risk score: 0.007. This was a low severity wildfire event in 2000s Europe."
1990,CHE,Switzerland,1723.0,257,LOW,6.7,1990,0.007,wildfire,Northern/Eastern Europe,"In 1990, Switzerland recorded 257 forest fires burning 1723 hectares. Severity: LOW. Average fire size: 6.7 ha. Risk score: 0.007. This was a low severity wildfire event in 1990s Europe."
2007,LVA,Latvia,272.0,425,LOW,0.64,2000,0.007,wildfire,Northern/Eastern Europe,"In 2007, Latvia recorded 425 forest fires burning 272 hectares. Severity: LOW. Average fire size: 0.64 ha. Risk score: 0.007. This was a low severity wildfire event in 2000s Europe."
2001,ROU,Romania,1001.0,268,LOW,3.74,2000,0.006,wildfire,Northern/Eastern Europe,"In 2001, Romania recorded 268 forest fires burning 1001 hectares. Severity: LOW. Average fire size: 3.74 ha. Risk score: 0.006. This was a low severity wildfire event in 2000s Europe."
2004,CYP,Cyprus,1218.0,221,LOW,5.51,2000,0.006,wildfire,Southern Europe,"In 2004, Cyprus recorded 221 forest fires burning 1218 hectares. Severity: LOW. Average fire size: 5.51 ha. Risk score: 0.006. This was a low severity wildfire event in 2000s Europe."
2006,SVN,Slovenia,1420.0,112,LOW,12.68,2000,0.006,wildfire,Northern/Eastern Europe,"In 2006, Slovenia recorded 112 forest fires burning 1420 hectares. Severity: LOW. Average fire size: 12.68 ha. Risk score: 0.006. This was a low severity wildfire event in 2000s Europe."
1998,FIN,Finland,131.0,370,LOW,0.35,1990,0.006,wildfire,Northern/Eastern Europe,"In 1998, Finland recorded 370 forest fires burning 131 hectares. Severity: LOW. Average fire size: 0.35 ha. Risk score: 0.006. This was a low severity wildfire event in 1990s Europe."
2011,LVA,Latvia,115.0,360,LOW,0.32,2010,0.006,wildfire,Northern/Eastern Europe,"In 2011, Latvia recorded 360 forest fires burning 115 hectares. Severity: LOW. Average fire size: 0.32 ha. Risk score: 0.006. This was a low severity wildfire event in 2010s Europe."
1998,LVA,Latvia,211.0,357,LOW,0.59,1990,0.006,wildfire,Northern/Eastern Europe,"In 1998, Latvia recorded 357 forest fires burning 211 hectares. Severity: LOW. Average fire size: 0.59 ha. Risk score: 0.006. This was a low severity wildfire event in 1990s Europe."
2005,LVA,Latvia,120.0,365,LOW,0.33,2000,0.006,wildfire,Northern/Eastern Europe,"In 2005, Latvia recorded 365 forest fires burning 120 hectares. Severity: LOW. Average fire size: 0.33 ha. Risk score: 0.006. This was a low severity wildfire event in 2000s Europe."
2003,CHE,Switzerland,673.0,304,LOW,2.21,2000,0.006,wildfire,Northern/Eastern Europe,"In 2003, Switzerland recorded 304 forest fires burning 673 hectares. Severity: LOW. Average fire size: 2.21 ha. Risk score: 0.006. This was a low severity wildfire event in 2000s Europe."
2014,SRB,Serbia,599.0,23,LOW,26.04,2010,0.006,wildfire,Northern/Eastern Europe,"In 2014, Serbia recorded 23 forest fires burning 599 hectares. Severity: LOW. Average fire size: 26.04 ha. Risk score: 0.006. This was a low severity wildfire event in 2010s Europe."
1996,MAR,Morocco,1185.0,220,LOW,5.39,1990,0.006,wildfire,Southern Europe,"In 1996, Morocco recorded 220 forest fires burning 1185 hectares. Severity: LOW. Average fire size: 5.39 ha. Risk score: 0.006. This was a low severity wildfire event in 1990s Europe."
2020,SRB,Serbia,1417.0,81,LOW,17.49,2020,0.006,wildfire,Northern/Eastern Europe,"In 2020, Serbia recorded 81 forest fires burning 1417 hectares. Severity: LOW. Average fire size: 17.49 ha. Risk score: 0.006. This was a low severity wildfire event in 2020s Europe."
2008,EST,Estonia,1279.0,71,LOW,18.01,2000,0.006,wildfire,Northern/Eastern Europe,"In 2008, Estonia recorded 71 forest fires burning 1279 hectares. Severity: LOW. Average fire size: 18.01 ha. Risk score: 0.006. This was a low severity wildfire event in 2000s Europe."
2020,CYP,Cyprus,1305.0,108,LOW,12.08,2020,0.006,wildfire,Southern Europe,"In 2020, Cyprus recorded 108 forest fires burning 1305 hectares. Severity: LOW. Average fire size: 12.08 ha. Risk score: 0.006. This was a low severity wildfire event in 2020s Europe."
2009,SVK,Slovakia,510.0,347,LOW,1.47,2000,0.006,wildfire,Northern/Eastern Europe,"In 2009, Slovakia recorded 347 forest fires burning 510 hectares. Severity: LOW. Average fire size: 1.47 ha. Risk score: 0.006. This was a low severity wildfire event in 2000s Europe."
2009,MKD,North Macedonia,1307.0,80,LOW,16.34,2000,0.006,wildfire,Northern/Eastern Europe,"In 2009, North Macedonia recorded 80 forest fires burning 1307 hectares. Severity: LOW. Average fire size: 16.34 ha. Risk score: 0.006. This was a low severity wildfire event in 2000s Europe."
2008,MAR,Morocco,1127.0,273,LOW,4.13,2000,0.006,wildfire,Southern Europe,"In 2008, Morocco recorded 273 forest fires burning 1127 hectares. Severity: LOW. Average fire size: 4.13 ha. Risk score: 0.006. This was a low severity wildfire event in 2000s Europe."
1996,BGR,Bulgaria,906.0,246,LOW,3.68,1990,0.006,wildfire,Northern/Eastern Europe,"In 1996, Bulgaria recorded 246 forest fires burning 906 hectares. Severity: LOW. Average fire size: 3.68 ha. Risk score: 0.006. This was a low severity wildfire event in 1990s Europe."
2023,NLD,Netherlands,116.0,405,LOW,0.29,2020,0.006,wildfire,Northern/Eastern Europe,"In 2023, Netherlands recorded 405 forest fires burning 116 hectares. Severity: LOW. Average fire size: 0.29 ha. Risk score: 0.006. This was a low severity wildfire event in 2020s Europe."
2018,BGR,Bulgaria,1453.0,222,LOW,6.55,2010,0.006,wildfire,Northern/Eastern Europe,"In 2018, Bulgaria recorded 222 forest fires burning 1453 hectares. Severity: LOW. Average fire size: 6.55 ha. Risk score: 0.006. This was a low severity wildfire event in 2010s Europe."
2009,NOR,Norway,1329.0,109,LOW,12.19,2000,0.006,wildfire,Northern/Eastern Europe,"In 2009, Norway recorded 109 forest fires burning 1329 hectares. Severity: LOW. Average fire size: 12.19 ha. Risk score: 0.006. This was a low severity wildfire event in 2000s Europe."
2018,ROU,Romania,1341.0,158,LOW,8.49,2010,0.006,wildfire,Northern/Eastern Europe,"In 2018, Romania recorded 158 forest fires burning 1341 hectares. Severity: LOW. Average fire size: 8.49 ha. Risk score: 0.006. This was a low severity wildfire event in 2010s Europe."
2021,LBN,Lebanon,1508.0,131,LOW,11.51,2020,0.006,wildfire,Northern/Eastern Europe,"In 2021, Lebanon recorded 131 forest fires burning 1508 hectares. Severity: LOW. Average fire size: 11.51 ha. Risk score: 0.006. This was a low severity wildfire event in 2020s Europe."
2022,LVA,Latvia,217.0,369,LOW,0.59,2020,0.006,wildfire,Northern/Eastern Europe,"In 2022, Latvia recorded 369 forest fires burning 217 hectares. Severity: LOW. Average fire size: 0.59 ha. Risk score: 0.006. This was a low severity wildfire event in 2020s Europe."
2011,SVK,Slovakia,403.0,303,LOW,1.33,2010,0.005,wildfire,Northern/Eastern Europe,"In 2011, Slovakia recorded 303 forest fires burning 403 hectares. Severity: LOW. Average fire size: 1.33 ha. Risk score: 0.005. This was a low severity wildfire event in 2010s Europe."
2010,HRV,Croatia,1121.0,131,LOW,8.56,2010,0.005,wildfire,Northern/Eastern Europe,"In 2010, Croatia recorded 131 forest fires burning 1121 hectares. Severity: LOW. Average fire size: 8.56 ha. Risk score: 0.005. This was a low severity wildfire event in 2010s Europe."
2008,LTU,Lithuania,112.0,301,LOW,0.37,2000,0.005,wildfire,Northern/Eastern Europe,"In 2008, Lithuania recorded 301 forest fires burning 112 hectares. Severity: LOW. Average fire size: 0.37 ha. Risk score: 0.005. This was a low severity wildfire event in 2000s Europe."
2012,SVN,Slovenia,1006.0,168,LOW,5.99,2010,0.005,wildfire,Northern/Eastern Europe,"In 2012, Slovenia recorded 168 forest fires burning 1006 hectares. Severity: LOW. Average fire size: 5.99 ha. Risk score: 0.005. This was a low severity wildfire event in 2010s Europe."
2005,SVK,Slovakia,524.0,287,LOW,1.83,2000,0.005,wildfire,Northern/Eastern Europe,"In 2005, Slovakia recorded 287 forest fires burning 524 hectares. Severity: LOW. Average fire size: 1.83 ha. Risk score: 0.005. This was a low severity wildfire event in 2000s Europe."
2001,SVK,Slovakia,305.0,311,LOW,0.98,2000,0.005,wildfire,Northern/Eastern Europe,"In 2001, Slovakia recorded 311 forest fires burning 305 hectares. Severity: LOW. Average fire size: 0.98 ha. Risk score: 0.005. This was a low severity wildfire event in 2000s Europe."
2001,LTU,Lithuania,113.0,287,LOW,0.39,2000,0.005,wildfire,Northern/Eastern Europe,"In 2001, Lithuania recorded 287 forest fires burning 113 hectares. Severity: LOW. Average fire size: 0.39 ha. Risk score: 0.005. This was a low severity wildfire event in 2000s Europe."
2019,LTU,Lithuania,200.0,279,LOW,0.72,2010,0.005,wildfire,Northern/Eastern Europe,"In 2019, Lithuania recorded 279 forest fires burning 200 hectares. Severity: LOW. Average fire size: 0.72 ha. Risk score: 0.005. This was a low severity wildfire event in 2010s Europe."
2006,ROU,Romania,946.0,105,LOW,9.01,2000,0.005,wildfire,Northern/Eastern Europe,"In 2006, Romania recorded 105 forest fires burning 946 hectares. Severity: LOW. Average fire size: 9.01 ha. Risk score: 0.005. This was a low severity wildfire event in 2000s Europe."
2001,LVA,Latvia,311.0,272,LOW,1.14,2000,0.005,wildfire,Northern/Eastern Europe,"In 2001, Latvia recorded 272 forest fires burning 311 hectares. Severity: LOW. Average fire size: 1.14 ha. Risk score: 0.005. This was a low severity wildfire event in 2000s Europe."
2009,ROU,Romania,974.0,190,LOW,5.13,2000,0.005,wildfire,Northern/Eastern Europe,"In 2009, Romania recorded 190 forest fires burning 974 hectares. Severity: LOW. Average fire size: 5.13 ha. Risk score: 0.005. This was a low severity wildfire event in 2000s Europe."
2006,CYP,Cyprus,1160.0,172,LOW,6.74,2000,0.005,wildfire,Southern Europe,"In 2006, Cyprus recorded 172 forest fires burning 1160 hectares. Severity: LOW. Average fire size: 6.74 ha. Risk score: 0.005. This was a low severity wildfire event in 2000s Europe."
1999,HUN,Hungary,756.0,229,LOW,3.3,1990,0.005,wildfire,Northern/Eastern Europe,"In 1999, Hungary recorded 229 forest fires burning 756 hectares. Severity: LOW. Average fire size: 3.3 ha. Risk score: 0.005. This was a low severity wildfire event in 1990s Europe."
2016,SRB,Serbia,843.0,45,LOW,18.73,2010,0.005,wildfire,Northern/Eastern Europe,"In 2016, Serbia recorded 45 forest fires burning 843 hectares. Severity: LOW. Average fire size: 18.73 ha. Risk score: 0.005. This was a low severity wildfire event in 2010s Europe."
2017,NOR,Norway,525.0,264,LOW,1.99,2010,0.005,wildfire,Northern/Eastern Europe,"In 2017, Norway recorded 264 forest fires burning 525 hectares. Severity: LOW. Average fire size: 1.99 ha. Risk score: 0.005. This was a low severity wildfire event in 2010s Europe."
2018,LBN,Lebanon,643.0,41,LOW,15.68,2010,0.005,wildfire,Northern/Eastern Europe,"In 2018, Lebanon recorded 41 forest fires burning 643 hectares. Severity: LOW. Average fire size: 15.68 ha. Risk score: 0.005. This was a low severity wildfire event in 2010s Europe."
2018,CYP,Cyprus,1136.0,131,LOW,8.67,2010,0.005,wildfire,Southern Europe,"In 2018, Cyprus recorded 131 forest fires burning 1136 hectares. Severity: LOW. Average fire size: 8.67 ha. Risk score: 0.005. This was a low severity wildfire event in 2010s Europe."
2022,SRB,Serbia,1053.0,66,LOW,15.95,2020,0.005,wildfire,Northern/Eastern Europe,"In 2022, Serbia recorded 66 forest fires burning 1053 hectares. Severity: LOW. Average fire size: 15.95 ha. Risk score: 0.005. This was a low severity wildfire event in 2020s Europe."
2003,NOR,Norway,942.0,198,LOW,4.76,2000,0.005,wildfire,Northern/Eastern Europe,"In 2003, Norway recorded 198 forest fires burning 942 hectares. Severity: LOW. Average fire size: 4.76 ha. Risk score: 0.005. This was a low severity wildfire event in 2000s Europe."
2003,ROU,Romania,762.0,203,LOW,3.75,2000,0.005,wildfire,Northern/Eastern Europe,"In 2003, Romania recorded 203 forest fires burning 762 hectares. Severity: LOW. Average fire size: 3.75 ha. Risk score: 0.005. This was a low severity wildfire event in 2000s Europe."
2014,BGR,Bulgaria,916.0,151,LOW,6.07,2010,0.005,wildfire,Northern/Eastern Europe,"In 2014, Bulgaria recorded 151 forest fires burning 916 hectares. Severity: LOW. Average fire size: 6.07 ha. Risk score: 0.005. This was a low severity wildfire event in 2010s Europe."
2014,MKD,North Macedonia,846.0,62,LOW,13.65,2010,0.005,wildfire,Northern/Eastern Europe,"In 2014, North Macedonia recorded 62 forest fires burning 846 hectares. Severity: LOW. Average fire size: 13.65 ha. Risk score: 0.005. This was a low severity wildfire event in 2010s Europe."
2017,NLD,Netherlands,232.0,321,LOW,0.72,2010,0.005,wildfire,Northern/Eastern Europe,"In 2017, Netherlands recorded 321 forest fires burning 232 hectares. Severity: LOW. Average fire size: 0.72 ha. Risk score: 0.005. This was a low severity wildfire event in 2010s Europe."
2015,LBN,Lebanon,753.0,107,LOW,7.04,2010,0.004,wildfire,Northern/Eastern Europe,"In 2015, Lebanon recorded 107 forest fires burning 753 hectares. Severity: LOW. Average fire size: 7.04 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2015,CYP,Cyprus,652.0,87,LOW,7.49,2010,0.004,wildfire,Southern Europe,"In 2015, Cyprus recorded 87 forest fires burning 652 hectares. Severity: LOW. Average fire size: 7.49 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2015,SVK,Slovakia,353.0,242,LOW,1.46,2010,0.004,wildfire,Northern/Eastern Europe,"In 2015, Slovakia recorded 242 forest fires burning 353 hectares. Severity: LOW. Average fire size: 1.46 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2015,AUT,Austria,114.0,280,LOW,0.41,2010,0.004,wildfire,Northern/Eastern Europe,"In 2015, Austria recorded 280 forest fires burning 114 hectares. Severity: LOW. Average fire size: 0.41 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
1997,BGR,Bulgaria,595.0,200,LOW,2.98,1990,0.004,wildfire,Northern/Eastern Europe,"In 1997, Bulgaria recorded 200 forest fires burning 595 hectares. Severity: LOW. Average fire size: 2.98 ha. Risk score: 0.004. This was a low severity wildfire event in 1990s Europe."
2003,AUT,Austria,122.0,238,LOW,0.51,2000,0.004,wildfire,Northern/Eastern Europe,"In 2003, Austria recorded 238 forest fires burning 122 hectares. Severity: LOW. Average fire size: 0.51 ha. Risk score: 0.004. This was a low severity wildfire event in 2000s Europe."
2016,ROU,Romania,675.0,174,LOW,3.88,2010,0.004,wildfire,Northern/Eastern Europe,"In 2016, Romania recorded 174 forest fires burning 675 hectares. Severity: LOW. Average fire size: 3.88 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2001,NOR,Norway,895.0,117,LOW,7.65,2000,0.004,wildfire,Northern/Eastern Europe,"In 2001, Norway recorded 117 forest fires burning 895 hectares. Severity: LOW. Average fire size: 7.65 ha. Risk score: 0.004. This was a low severity wildfire event in 2000s Europe."
2002,CHE,Switzerland,681.0,117,LOW,5.82,2000,0.004,wildfire,Northern/Eastern Europe,"In 2002, Switzerland recorded 117 forest fires burning 681 hectares. Severity: LOW. Average fire size: 5.82 ha. Risk score: 0.004. This was a low severity wildfire event in 2000s Europe."
2023,ROU,Romania,554.25,170,LOW,3.26,2020,0.004,wildfire,Northern/Eastern Europe,"In 2023, Romania recorded 170 forest fires burning 554 hectares. Severity: LOW. Average fire size: 3.26 ha. Risk score: 0.004. This was a low severity wildfire event in 2020s Europe."
2002,MAR,Morocco,593.0,202,LOW,2.94,2000,0.004,wildfire,Southern Europe,"In 2002, Morocco recorded 202 forest fires burning 593 hectares. Severity: LOW. Average fire size: 2.94 ha. Risk score: 0.004. This was a low severity wildfire event in 2000s Europe."
2002,NOR,Norway,221.0,213,LOW,1.04,2000,0.004,wildfire,Northern/Eastern Europe,"In 2002, Norway recorded 213 forest fires burning 221 hectares. Severity: LOW. Average fire size: 1.04 ha. Risk score: 0.004. This was a low severity wildfire event in 2000s Europe."
2006,SVK,Slovakia,280.0,237,LOW,1.18,2000,0.004,wildfire,Northern/Eastern Europe,"In 2006, Slovakia recorded 237 forest fires burning 280 hectares. Severity: LOW. Average fire size: 1.18 ha. Risk score: 0.004. This was a low severity wildfire event in 2000s Europe."
2009,CYP,Cyprus,885.0,91,LOW,9.73,2000,0.004,wildfire,Southern Europe,"In 2009, Cyprus recorded 91 forest fires burning 885 hectares. Severity: LOW. Average fire size: 9.73 ha. Risk score: 0.004. This was a low severity wildfire event in 2000s Europe."
2009,SRB,Serbia,712.0,67,LOW,10.63,2000,0.004,wildfire,Northern/Eastern Europe,"In 2009, Serbia recorded 67 forest fires burning 712 hectares. Severity: LOW. Average fire size: 10.63 ha. Risk score: 0.004. This was a low severity wildfire event in 2000s Europe."
2019,SVK,Slovakia,462.0,210,LOW,2.2,2010,0.004,wildfire,Northern/Eastern Europe,"In 2019, Slovakia recorded 210 forest fires burning 462 hectares. Severity: LOW. Average fire size: 2.2 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2022,AUT,Austria,550.0,217,LOW,2.53,2020,0.004,wildfire,Northern/Eastern Europe,"In 2022, Austria recorded 217 forest fires burning 550 hectares. Severity: LOW. Average fire size: 2.53 ha. Risk score: 0.004. This was a low severity wildfire event in 2020s Europe."
2019,CYP,Cyprus,733.0,99,LOW,7.4,2010,0.004,wildfire,Southern Europe,"In 2019, Cyprus recorded 99 forest fires burning 733 hectares. Severity: LOW. Average fire size: 7.4 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2013,SVK,Slovakia,270.0,233,LOW,1.16,2010,0.004,wildfire,Northern/Eastern Europe,"In 2013, Slovakia recorded 233 forest fires burning 270 hectares. Severity: LOW. Average fire size: 1.16 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
1992,ROU,Romania,729.0,187,LOW,3.9,1990,0.004,wildfire,Northern/Eastern Europe,"In 1992, Romania recorded 187 forest fires burning 729 hectares. Severity: LOW. Average fire size: 3.9 ha. Risk score: 0.004. This was a low severity wildfire event in 1990s Europe."
